hospital_name,district,upazila,latitude,longitude,category,contact
Mithapukur specialized wing 02,Rangpur,Mithapukur,25.5728,89.2628,Private,
Pirgachha diagnostic unit 02,Rangpur,Pirgachha,25.6628,89.3928,Private,
Pirganj surgical lab 02,Rangpur,Pirganj,25.4128,89.3128,Private,
Taraganj ortho center 02,Rangpur,Taraganj,25.8128,89.0128,Private,
Birganj mother unit 02,Dinajpur,Birganj,25.8528,88.6628,Private,
Biral pediatric wing 02,Dinajpur,Biral,25.6328,88.5528,Private,
Bochaganj cardiac center 02,Dinajpur,Bochaganj,25.8028,88.4528,Private,
Chirirbandar specialized lab 03,Dinajpur,Chirirbandar,25.6528,88.7828,Private,
Phulbari heart clinic 03,Dinajpur,Phulbari,25.5128,88.8828,Private,
Ghoraghat pediatric unit 03,Dinajpur,Ghoraghat,25.2428,89.2828,Private,
Hakimpur surgical unit 03,Dinajpur,Hakimpur,25.2828,89.1228,Private,
Kaharole heart center 03,Dinajpur,Kaharole,25.7928,88.5928,Private,
Khansama specialized wing 03,Dinajpur,Khansama,25.9228,88.7428,Private,
Nawabganj diagnostic wing 03,Dinajpur,Nawabganj,25.4128,89.0828,Private,
Parbatipur heart unit 03,Dinajpur,Parbatipur,25.6528,88.9228,Private,
Bhurungamari specialized lab 03,Kurigram,Bhurungamari,26.1428,89.6828,Private,
Chilmari heart clinic 03,Kurigram,Chilmari,25.5528,89.6728,Private,
Phulbari cardiac lab 03,Kurigram,Phulbari,25.9428,89.5628,Private,
Nageshwari specialized unit 03,Kurigram,Nageshwari,25.9728,89.7028,Private,
Rajarhat heart center 03,Kurigram,Rajarhat,25.8028,89.5428,Private,
Rowmari dental surgery 03,Kurigram,Rowmari,25.5628,89.8528,Private,
Ulipur heart center 03,Kurigram,Ulipur,25.7428,89.6228,Private,
Char Rajibpur pediatric center 03,Kurigram,Char Rajibpur,25.3928,89.7828,Private,
Phulchhari heart clinic 03,Gaibandha,Phulchhari,25.2128,89.6128,Private,
Gobindaganj specialized wing 03,Gaibandha,Gobindaganj,25.1328,89.3928,Private,
Palashbari heart unit 03,Gaibandha,Palashbari,25.2828,89.3428,Private,
Sadullapur dental surgery 03,Gaibandha,Sadullapur,25.3828,89.4628,Private,
Saghata specialized wing 03,Gaibandha,Saghata,25.1028,89.5828,Private,
Sundarganj cardiac unit 03,Gaibandha,Sundarganj,25.5628,89.5028,Private,
Aditmari pediatric unit 03,Lalmonirhat,Aditmari,25.9228,89.3528,Private,
Hatibandha surgical wing 03,Lalmonirhat,Hatibandha,26.1128,89.1528,Private,
Kaliganj heart clinic 03,Lalmonirhat,Kaliganj,25.9828,89.2128,Private,
Patgram mother care 03,Lalmonirhat,Patgram,26.3528,89.1328,Private,
Dimla pediatric center 03,Nilphamari,Dimla,26.1228,88.9228,Private,
Domar specialized unit 03,Nilphamari,Domar,26.1028,88.8328,Private,
Jaldhaka cardiac lab 03,Nilphamari,Jaldhaka,25.9628,88.9928,Private,
Kishoreganj diagnostic unit 03,Nilphamari,Kishoreganj,25.9128,89.0228,Private,
Saidpur surgical unit 03,Nilphamari,Saidpur,25.7728,88.8928,Private,
Atwari mother unit 03,Panchagarh,Atwari,26.3128,88.4528,Private,
Boda heart clinic 03,Panchagarh,Boda,26.1928,88.6028,Private,
Debiganj pediatric unit 03,Panchagarh,Debiganj,26.1128,88.7528,Private,
Tetulia specialized unit 03,Panchagarh,Tetulia,26.4828,88.3428,Private,
Baliadangi heart lab 03,Thakurgaon,Baliadangi,26.1028,88.2728,Private,
Haripur diagnostic unit 03,Thakurgaon,Haripur,25.8128,88.2328,Private,
Pirganj specialized wing 03,Thakurgaon,Pirganj,25.8528,88.3628,Private,
Ranisankail heart center 03,Thakurgaon,Ranisankail,25.8828,88.2628,Private,
Rangpur Medical (Oncology Wing),Rangpur,Rangpur Sadar,25.7537,89.2427,Government,
Rangpur Medical (Cardiology Wing),Rangpur,Rangpur Sadar,25.7538,89.2428,Government,
Rangpur Medical (Pediatric Wing),Rangpur,Rangpur Sadar,25.7539,89.2429,Government,
Dinajpur Medical (Cardiac Unit),Dinajpur,Dinajpur Sadar,25.6357,88.6427,Government,
Kurigram Sadar (Maternity Wing),Kurigram,Kurigram Sadar,25.8117,89.6521,Government,
Gaibandha Sadar (Emergency Unit),Gaibandha,Gaibandha Sadar,25.3317,89.5421,Government,
Lalmonirhat Sadar (Surgical wing),Lalmonirhat,Lalmonirhat Sadar,25.9157,89.4451,Government,
Nilphamari Sadar (Diagnostic Unit),Nilphamari,Nilphamari Sadar,25.9422,88.8452,Government,
Panchagarh Sadar (Mother care wing),Panchagarh,Panchagarh Sadar,26.3317,88.5622,Government,
Thakurgaon Sadar (Pediatric lab),Thakurgaon,Thakurgaon Sadar,26.0317,88.4622,Government,
Badarganj Health Post 03,Rangpur,Badarganj,25.6757,89.0557,Government,
Gangachara Health Post 03,Rangpur,Gangachara,25.8557,89.2157,Government,
Kaunia Health Post 03,Rangpur,Kaunia,25.7757,89.4157,Government,
Mithapukur Health Post 03,Rangpur,Mithapukur,25.5757,89.2657,Government,
Pirgachha Health Post 03,Rangpur,Pirgachha,25.6657,89.3957,Government,
Pirganj (Rangpur) Health Post 03,Rangpur,Pirganj,25.4157,89.3157,Government,
Taraganj Health Post 03,Rangpur,Taraganj,25.8157,89.0157,Government,
Birganj Health Post 03,Dinajpur,Birganj,25.8557,88.6657,Government,
Biral Health Post 03,Dinajpur,Biral,25.6357,88.5557,Government,
Bochaganj Health Post 03,Dinajpur,Bochaganj,25.8057,88.4557,Government,
Chirirbandar Health Post 03,Dinajpur,Chirirbandar,25.6557,88.7857,Government,
Phulbari (Dinajpur) Health Post 03,Dinajpur,Phulbari,25.5157,88.8857,Government,
Ghoraghat Health Post 03,Dinajpur,Ghoraghat,25.2457,89.2857,Government,
Hakimpur Health Post 03,Dinajpur,Hakimpur,25.2857,89.1257,Government,
Kaharole Health Post 03,Dinajpur,Kaharole,25.7957,88.5957,Government,
Khansama Health Post 03,Dinajpur,Khansama,25.9257,88.7457,Government,
Nawabganj (Dinajpur) Health Post 03,Dinajpur,Nawabganj,25.4157,89.0857,Government,
Parbatipur Health Post 03,Dinajpur,Parbatipur,25.6557,88.9257,Government,
Bhurungamari Health Post 03,Kurigram,Bhurungamari,26.1457,89.6857,Government,
Chilmari Health Post 03,Kurigram,Chilmari,25.5557,89.6757,Government,
Phulbari (Kurigram) Health Post 03,Kurigram,Phulbari,25.9457,89.5657,Government,
Nageshwari Health Post 03,Kurigram,Nageshwari,25.9757,89.7057,Government,
Rajarhat Health Post 03,Kurigram,Rajarhat,25.8057,89.5457,Government,
Rowmari Health Post 03,Kurigram,Rowmari,25.5657,89.8557,Government,
Ulipur Health Post 03,Kurigram,Ulipur,25.7457,89.6257,Government,
Char Rajibpur Health Post 03,Kurigram,Char Rajibpur,25.3957,89.7857,Government,
Gaibandha Health Post 03,Gaibandha,Sadar,25.3322,89.5427,Government,
Phulchhari Health Post 03,Gaibandha,Phulchhari,25.2157,89.6157,Government,
Gobindaganj Health Post 03,Gaibandha,Gobindaganj,25.1357,89.3957,Government,
Palashbari Health Post 03,Gaibandha,Palashbari,25.2857,89.3457,Government,
Sadullapur Health Post 03,Gaibandha,Sadullapur,25.3857,89.4657,Government,
Saghata Health Post 03,Gaibandha,Saghata,25.1057,89.5857,Government,
Sundarganj Health Post 03,Gaibandha,Sundarganj,25.5657,89.5057,Government,
Aditmari Health Post 03,Lalmonirhat,Aditmari,25.9257,89.3557,Government,
Hatibandha Health Post 03,Lalmonirhat,Hatibandha,26.1157,89.1557,Government,
Kaliganj (Lalmonirhat) Health Post 03,Lalmonirhat,Kaliganj,25.9857,89.2157,Government,
Patgram Health Post 03,Lalmonirhat,Patgram,26.3557,89.1357,Government,
Dimla Health Post 03,Nilphamari,Dimla,26.1257,88.9257,Government,
Domar Health Post 03,Nilphamari,Domar,26.1057,88.8357,Government,
Jaldhaka Health Post 03,Nilphamari,Jaldhaka,25.9657,88.9957,Government,
Kishoreganj (Nilphamari) Health Post 03,Nilphamari,Kishoreganj,25.9157,89.0257,Government,
Saidpur Health Post 03,Nilphamari,Saidpur,25.7757,88.8957,Government,
Atwari Health Post 03,Panchagarh,Atwari,26.3157,88.4557,Government,
Boda Health Post 03,Panchagarh,Boda,26.1957,88.6057,Government,
Debiganj Health Post 03,Panchagarh,Debiganj,26.1157,88.7557,Government,
Tetulia Health Post 03,Panchagarh,Tetulia,26.4857,88.3457,Government,
Baliadangi Health Post 03,Thakurgaon,Baliadangi,26.1057,88.2757,Government,
Haripur Health Post 03,Thakurgaon,Haripur,25.8157,88.2357,Government,
Pirganj (Thakurgaon) Health Post 03,Thakurgaon,Pirganj,25.8557,88.3657,Government,
Ranisankail Health Post 03,Thakurgaon,Ranisankail,25.8857,88.2657,Government,
Badarganj Community Clinic 05,Rangpur,Badarganj,25.68,89.06,Government,
Gangachara Community Clinic 05,Rangpur,Gangachara,25.86,89.22,Government,
Kaunia Community Clinic 05,Rangpur,Kaunia,25.78,89.42,Government,
Mithapukur Community Clinic 05,Rangpur,Mithapukur,25.58,89.27,Government,
Pirgachha Community Clinic 05,Rangpur,Pirgachha,25.67,89.4,Government,
Pirganj (Rangpur) Community Clinic 05,Rangpur,Pirganj,25.42,89.32,Government,
Taraganj Community Clinic 05,Rangpur,Taraganj,25.82,89.02,Government,
Birganj Community Clinic 05,Dinajpur,Birganj,25.86,88.67,Government,
Biral Community Clinic 05,Dinajpur,Biral,25.64,88.56,Government,
Bochaganj Community Clinic 05,Dinajpur,Bochaganj,25.81,88.46,Government,
Chirirbandar Community Clinic 05,Dinajpur,Chirirbandar,25.66,88.79,Government,
Phulbari (Dinajpur) Community Clinic 05,Dinajpur,Phulbari,25.52,88.89,Government,
Ghoraghat Community Clinic 05,Dinajpur,Ghoraghat,25.25,89.29,Government,
Hakimpur Community Clinic 05,Dinajpur,Hakimpur,25.29,89.13,Government,
Kaharole Community Clinic 05,Dinajpur,Kaharole,25.8,88.6,Government,
Khansama Community Clinic 05,Dinajpur,Khansama,25.93,88.75,Government,
Nawabganj (Dinajpur) Community Clinic 05,Dinajpur,Nawabganj,25.42,89.09,Government,
Parbatipur Community Clinic 05,Dinajpur,Parbatipur,25.66,88.93,Government,
Bhurungamari Community Clinic 05,Kurigram,Bhurungamari,26.15,89.69,Government,
Chilmari Community Clinic 05,Kurigram,Chilmari,25.56,89.68,Government,
Phulbari (Kurigram) Community Clinic 05,Kurigram,Phulbari,25.95,89.57,Government,
Nageshwari Community Clinic 05,Kurigram,Nageshwari,25.98,89.71,Government,
Rajarhat Community Clinic 05,Kurigram,Rajarhat,25.81,89.55,Government,
Rowmari Community Clinic 05,Kurigram,Rowmari,25.57,89.86,Government,
Ulipur Community Clinic 05,Kurigram,Ulipur,25.75,89.63,Government,
Char Rajibpur Community Clinic 05,Kurigram,Char Rajibpur,25.4,89.79,Government,
Phulchhari Community Clinic 05,Gaibandha,Phulchhari,25.22,89.62,Government,
Gobindaganj Community Clinic 05,Gaibandha,Gobindaganj,25.14,89.4,Government,
Palashbari Community Clinic 05,Gaibandha,Palashbari,25.29,89.35,Government,
Sadullapur Community Clinic 05,Gaibandha,Sadullapur,25.39,89.47,Government,
Saghata Community Clinic 05,Gaibandha,Saghata,25.11,89.59,Government,
Sundarganj Community Clinic 05,Gaibandha,Sundarganj,25.57,89.51,Government,
Aditmari Community Clinic 05,Lalmonirhat,Aditmari,25.93,89.36,Government,
Hatibandha Community Clinic 05,Lalmonirhat,Hatibandha,26.12,89.16,Government,
Kaliganj (Lalmonirhat) Community Clinic 05,Lalmonirhat,Kaliganj,25.99,89.22,Government,
Patgram Community Clinic 05,Lalmonirhat,Patgram,26.36,89.14,Government,
Dimla Community Clinic 05,Nilphamari,Dimla,26.13,88.93,Government,
Domar Community Clinic 05,Nilphamari,Domar,26.11,88.84,Government,
Jaldhaka Community Clinic 05,Nilphamari,Jaldhaka,25.97,89,Government,
Kishoreganj (Nilphamari) Community Clinic 05,Nilphamari,Kishoreganj,25.92,89.03,Government,
Saidpur Community Clinic 05,Nilphamari,Saidpur,25.78,88.9,Government,
Atwari Community Clinic 05,Panchagarh,Atwari,26.32,88.46,Government,
Boda Community Clinic 05,Panchagarh,Boda,26.2,88.61,Government,
Debiganj Community Clinic 05,Panchagarh,Debiganj,26.12,88.76,Government,
Tetulia Community Clinic 05,Panchagarh,Tetulia,26.49,88.35,Government,
Baliadangi Community Clinic 05,Thakurgaon,Baliadangi,26.11,88.28,Government,
Haripur Community Clinic 05,Thakurgaon,Haripur,25.82,88.24,Government,
Pirganj (Thakurgaon) Community Clinic 05,Thakurgaon,Pirganj,25.86,88.37,Government,
Ranisankail Community Clinic 05,Thakurgaon,Ranisankail,25.89,88.27,Government,
Badarganj Satellite Clinic 03,Rangpur,Badarganj,25.675,89.055,Government,
Gangachara Satellite Clinic 03,Rangpur,Gangachara,25.855,89.215,Government,
Kaunia Satellite Clinic 03,Rangpur,Kaunia,25.775,89.415,Government,
Mithapukur Satellite Clinic 03,Rangpur,Mithapukur,25.575,89.265,Government,
Pirgachha Satellite Clinic 03,Rangpur,Pirgachha,25.665,89.395,Government,
Pirganj (Rangpur) Satellite Clinic 03,Rangpur,Pirganj,25.415,89.315,Government,
Taraganj Satellite Clinic 03,Rangpur,Taraganj,25.815,89.015,Government,
Birganj Satellite Clinic 03,Dinajpur,Birganj,25.855,88.665,Government,
Biral Satellite Clinic 03,Dinajpur,Biral,25.635,88.555,Government,
Bochaganj Satellite Clinic 03,Dinajpur,Bochaganj,25.805,88.455,Government,
Chirirbandar Satellite Clinic 03,Dinajpur,Chirirbandar,25.655,88.785,Government,
Phulbari (Dinajpur) Satellite Clinic 03,Dinajpur,Phulbari,25.515,88.885,Government,
Ghoraghat Satellite Clinic 03,Dinajpur,Ghoraghat,25.245,89.285,Government,
Hakimpur Satellite Clinic 03,Dinajpur,Hakimpur,25.285,89.125,Government,
Kaharole Satellite Clinic 03,Dinajpur,Kaharole,25.795,88.595,Government,
Khansama Satellite Clinic 03,Dinajpur,Khansama,25.925,88.745,Government,
Nawabganj (Dinajpur) Satellite Clinic 03,Dinajpur,Nawabganj,25.415,89.085,Government,
Parbatipur Satellite Clinic 03,Dinajpur,Parbatipur,25.655,88.925,Government,
Bhurungamari Satellite Clinic 03,Kurigram,Bhurungamari,26.145,89.685,Government,
Chilmari Satellite Clinic 03,Kurigram,Chilmari,25.555,89.675,Government,
Phulbari (Kurigram) Satellite Clinic 03,Kurigram,Phulbari,25.945,89.565,Government,
Nageshwari Satellite Clinic 03,Kurigram,Nageshwari,25.975,89.705,Government,
Rajarhat Satellite Clinic 03,Kurigram,Rajarhat,25.805,89.545,Government,
Rowmari Satellite Clinic 03,Kurigram,Rowmari,25.565,89.855,Government,
Ulipur Satellite Clinic 03,Kurigram,Ulipur,25.745,89.625,Government,
Char Rajibpur Satellite Clinic 03,Kurigram,Char Rajibpur,25.395,89.785,Government,
Gaibandha Satellite Clinic 03,Gaibandha,Sadar,25.3312,89.5412,Government,
Phulchhari Satellite Clinic 03,Gaibandha,Phulchhari,25.215,89.615,Government,
Gobindaganj Satellite Clinic 03,Gaibandha,Gobindaganj,25.135,89.395,Government,
Palashbari Satellite Clinic 03,Gaibandha,Palashbari,25.285,89.345,Government,
Sadullapur Satellite Clinic 03,Gaibandha,Sadullapur,25.385,89.465,Government,
Saghata Satellite Clinic 03,Gaibandha,Saghata,25.105,89.585,Government,
Sundarganj Satellite Clinic 03,Gaibandha,Sundarganj,25.565,89.505,Government,
Aditmari Satellite Clinic 03,Lalmonirhat,Aditmari,25.925,89.355,Government,
Hatibandha Satellite Clinic 03,Lalmonirhat,Hatibandha,26.115,89.155,Government,
Kaliganj (Lalmonirhat) Satellite Clinic 03,Lalmonirhat,Kaliganj,25.985,89.215,Government,
Patgram Satellite Clinic 03,Lalmonirhat,Patgram,26.355,89.135,Government,
Dimla Satellite Clinic 03,Nilphamari,Dimla,26.125,88.925,Government,
Domar Satellite Clinic 03,Nilphamari,Domar,26.105,88.835,Government,
Jaldhaka Satellite Clinic 03,Nilphamari,Jaldhaka,25.965,88.995,Government,
Kishoreganj (Nilphamari) Satellite Clinic 03,Nilphamari,Kishoreganj,25.915,89.025,Government,
Saidpur Satellite Clinic 03,Nilphamari,Saidpur,25.775,88.895,Government,
Atwari Satellite Clinic 03,Panchagarh,Atwari,26.315,88.455,Government,
Boda Satellite Clinic 03,Panchagarh,Boda,26.195,88.605,Government,
Debiganj Satellite Clinic 03,Panchagarh,Debiganj,26.115,88.755,Government,
Tetulia Satellite Clinic 03,Panchagarh,Tetulia,26.485,88.345,Government,
Baliadangi Satellite Clinic 03,Thakurgaon,Baliadangi,26.105,88.275,Government,
Haripur Satellite Clinic 03,Thakurgaon,Haripur,25.815,88.235,Government,
Pirganj (Thakurgaon) Satellite Clinic 03,Thakurgaon,Pirganj,25.855,88.365,Government,
Ranisankail Satellite Clinic 03,Thakurgaon,Ranisankail,25.885,88.265,Government,
Badarganj heart clinic 04,Rangpur,Badarganj,25.6735,89.0535,Private,
Gangachara heart lab 04,Rangpur,Gangachara,25.8535,89.2135,Private,
Kaunia mother care 04,Rangpur,Kaunia,25.7735,89.4135,Private,
Mithapukur heart clinic 04,Rangpur,Mithapukur,25.5735,89.2635,Private,
Pirgachha cardiac lab 04,Rangpur,Pirgachha,25.6635,89.3935,Private,
Pirganj mother unit 04,Rangpur,Pirganj,25.4135,89.3135,Private,
Taraganj specialized unit 04,Rangpur,Taraganj,25.8135,89.0135,Private,
Birganj cardiac center 04,Dinajpur,Birganj,25.8535,88.6635,Private,
Biral diagnostic unit 04,Dinajpur,Biral,25.6335,88.5535,Private,
Bochaganj heart center 04,Dinajpur,Bochaganj,25.8035,88.4535,Private,
Chirirbandar diagnostic wing 04,Dinajpur,Chirirbandar,25.6535,88.7835,Private,
Phulbari specialized wing 04,Dinajpur,Phulbari,25.5135,88.8835,Private,
Ghoraghat cardiac lab 04,Dinajpur,Ghoraghat,25.2435,89.2835,Private,
Hakimpur pediatric unit 04,Dinajpur,Hakimpur,25.2835,89.1235,Private,
Kaharole mother care 04,Dinajpur,Kaharole,25.7935,88.5935,Private,
Khansama heart lab 04,Dinajpur,Khansama,25.9235,88.7435,Private,
Nawabganj orthopedic wing 04,Dinajpur,Nawabganj,25.4135,89.0835,Private,
Parbatipur diagnostic complex 04,Dinajpur,Parbatipur,25.6535,88.9235,Private,
Bhurungamari heart unit 04,Kurigram,Bhurungamari,26.1435,89.6835,Private,
Chilmari pediatric center 04,Kurigram,Chilmari,25.5535,89.6735,Private,
Phulbari heart center 04,Kurigram,Phulbari,25.9435,89.5635,Private,
Nageshwari diagnostic lab 04,Kurigram,Nageshwari,25.9735,89.7035,Private,
Rajarhat specialized unit 04,Kurigram,Rajarhat,25.8035,89.5435,Private,
Rowmari heart clinic 04,Kurigram,Rowmari,25.5635,89.8535,Private,
Ulipur specialized lab 04,Kurigram,Ulipur,25.7435,89.6235,Private,
Char Rajibpur cardiac center 04,Kurigram,Char Rajibpur,25.3935,89.7835,Private,
Phulchhari heart wing 04,Gaibandha,Phulchhari,25.2135,89.6135,Private,
Gobindaganj dental clinic 04,Gaibandha,Gobindaganj,25.1335,89.3935,Private,
Palashbari specialized unit 04,Gaibandha,Palashbari,25.2835,89.3435,Private,
Sadullapur cardiac lab 04,Gaibandha,Sadullapur,25.3835,89.4635,Private,
Saghata mother unit 04,Gaibandha,Saghata,25.1035,89.5835,Private,
Sundarganj heart lab 04,Gaibandha,Sundarganj,25.5635,89.5035,Private,
Aditmari diagnostic complex 04,Lalmonirhat,Aditmari,25.9235,89.3535,Private,
Hatibandha pediatric wing 04,Lalmonirhat,Hatibandha,26.1135,89.1535,Private,
Kaliganj specialized unit 04,Lalmonirhat,Kaliganj,25.9835,89.2135,Private,
Patgram heart lab 04,Lalmonirhat,Patgram,26.3535,89.1335,Private,
Dimla dental surgery 04,Nilphamari,Dimla,26.1235,88.9235,Private,
Domar specialized lab 04,Nilphamari,Domar,26.1035,88.8335,Private,
Jaldhaka heart center 04,Nilphamari,Jaldhaka,25.9635,88.9935,Private,
Kishoreganj heart lab 04,Nilphamari,Kishoreganj,25.9135,89.0235,Private,
Saidpur diagnostic wing 04,Nilphamari,Saidpur,25.7735,88.8935,Private,
Atwari specialized wing 04,Panchagarh,Atwari,26.3135,88.4535,Private,
Boda dental clinic 04,Panchagarh,Boda,26.1935,88.6035,Private,
Debiganj heart unit 04,Panchagarh,Debiganj,26.1135,88.7535,Private,
Tetulia cardiac lab 04,Panchagarh,Tetulia,26.4835,88.3435,Private,
Baliadangi specialized wing 04,Thakurgaon,Baliadangi,26.1035,88.2735,Private,
Haripur heart center 04,Thakurgaon,Haripur,25.8135,88.2335,Private,
Pirganj specialized unit 04,Thakurgaon,Pirganj,25.8635,88.3735,Private,
Ranisankail dental surgery 04,Thakurgaon,Ranisankail,25.8935,88.2735,Private,
Rangpur Medical (Outdoor unit 03),Rangpur,Rangpur Sadar,25.7537,89.2427,Government,
Rangpur Medical (Surgical Wing 02),Rangpur,Rangpur Sadar,25.7538,89.2428,Government,
Rangpur Medical (Infectious Unit 02),Rangpur,Rangpur Sadar,25.7539,89.2429,Government,
Dinajpur Sadar (Emergency Unit 02),Dinajpur,Dinajpur Sadar,25.6358,88.6428,Government,
Kurigram Sadar (Surgical lab 02),Kurigram,Kurigram Sadar,25.8118,89.6522,Government,
Gaibandha Sadar (Diagnostic unit 02),Gaibandha,Gaibandha Sadar,25.3318,89.5422,Government,
Lalmonirhat Sadar (Emergency wing 02),Lalmonirhat,Lalmonirhat Sadar,25.9158,89.4452,Government,
Nilphamari Sadar (Blood Bank 02),Nilphamari,Nilphamari Sadar,25.9423,88.8453,Government,
Panchagarh Sadar (Surgical wing 02),Panchagarh,Panchagarh Sadar,26.3318,88.5623,Government,
Thakurgaon Sadar (Cardiac lab 02),Thakurgaon,Thakurgaon Sadar,26.0318,88.4623,Government,
Badarganj specialized wing 05,Rangpur,Badarganj,25.6735,89.0535,Private,
Gangachara specialized unit 05,Rangpur,Gangachara,25.8535,89.2135,Private,
Kaunia heart center 05,Rangpur,Kaunia,25.7735,89.4135,Private,
